"","PLACE","TOT_POP","PCT_U18","PC_18_65","PCT_O65","MALE_FEM"
"373","Little Valley village                                                                 ",1188,314.82,700.92,172.26,107.4
"374","Liverpool village                                                                     ",2624,600.896,1595.392,427.712,80.9
"375","Livingston Manor CDP                                                                  ",1482,468.312,807.69,207.48,82.4
"376","Livonia village                                                                       ",1434,431.634,825.984,176.382,86.4
"377","Lloyd Harbor village                                                                  ",3343,798.977,2179.636,364.387,101.2
"378","Lockport city                                                                         ",24426,6228.63,14289.21,3932.586,83.6
"379","Locust Valley CDP                                                                     ",3963,816.378,2564.061,582.561,90.6
"380","Long Beach city                                                                       ",33510,5931.27,21345.87,6232.86,87.5
"381","Lorenz Park CDP                                                                       ",1811,329.602,1032.27,447.317,81.1
"382","Loudonville CDP                                                                       ",10822,2489.06,6828.682,1515.08,91.4
"383","Lowville village                                                                      ",3632,944.32,2023.024,661.024,80.6
"384","Lynbrook village                                                                      ",19208,3918.432,12005,3284.568,84.4
"385","Lyncourt CDP                                                                          ",4516,794.816,2750.244,970.94,80.9
"386","Lyndon CDP                                                                            ",4593,1111.506,2719.056,767.031,89.8
"387","Lyons village                                                                         ",4280,1151.32,2482.4,646.28,83.1
"388","Macedon village                                                                       ",1400,407.4,889,103.6,100
"389","McGraw village                                                                        ",1074,307.164,611.106,155.73,81.3
"390","Mahopac CDP                                                                           ",7755,2039.565,5133.81,581.625,95.5
"391","Malone village                                                                        ",6777,1646.811,3801.897,1328.292,74.3
"392","Malverne village                                                                      ",9054,1991.88,5586.318,1475.802,87.5
"393","Mamaroneck village                                                                    ",17325,3447.675,11070.675,2806.65,87.8
"394","Manchester village                                                                    ",1598,338.776,877.302,383.52,85.8
"395","Manhasset CDP                                                                         ",7718,1620.78,4823.75,1273.47,83.7
"396","Manhasset Hills CDP                                                                   ",3722,781.62,2393.246,550.856,92.9
"397","Manlius village                                                                       ",4764,1210.056,2948.916,605.028,84.6
"398","Manorhaven village                                                                    ",5672,1083.352,4015.776,567.2,95.4
"399","Manorville CDP                                                                        ",6198,1630.074,3743.592,824.334,99.1
"400","Marathon village                                                                      ",1107,345.384,625.455,137.268,88.6
"401","Marcellus village                                                                     ",1840,478.4,1078.24,283.36,85.1
"402","Marlboro CDP                                                                          ",2200,506,1383.8,310.2,98.6
"403","Massapequa CDP                                                                        ",22018,4887.996,14421.79,2708.214,92.4
"404","Massapequa Park village                                                               ",18044,3951.636,11782.732,2327.676,93
"405","Massena village                                                                       ",11719,2953.188,6726.706,2039.106,81
"406","Mastic CDP                                                                            ",13778,4849.856,8170.354,771.568,93.8
"407","Mastic Beach CDP                                                                      ",10293,3221.709,6031.698,1039.593,94.7
"408","Mattituck CDP                                                                         ",3902,920.872,2228.042,753.086,86
"409","Mattydale CDP                                                                         ",6418,1444.05,3850.8,1123.15,83.8
"410","Maybrook village                                                                      ",2802,877.026,1681.2,243.774,94.8
"411","Mayville village                                                                      ",1636,389.368,1012.684,233.948,99.2
"412","Mechanicville city                                                                    ",5249,1181.025,2970.934,1091.792,80
"413","Medford CDP                                                                           ",21274,6424.748,13487.716,1361.536,93.9
"414","Medina village                                                                        ",6686,1831.964,3683.986,1170.05,78.4
"415","Melrose Park CDP                                                                      ",2091,483.021,1202.325,405.654,86
"416","Melville CDP                                                                          ",12586,3121.328,8457.792,1006.88,96.9
"417","Menands village                                                                       ",4333,623.952,2773.12,935.928,78.8
"418","Merrick CDP                                                                           ",23042,5576.164,14977.3,2465.494,92.8
"419","Mexico village                                                                        ",1555,427.625,909.675,219.255,86.8
"420","Middleburgh village                                                                   ",1436,360.436,807.032,268.532,80.7
"421","Middle Island CDP                                                                     ",7848,1985.544,4975.632,886.824,91.6
"422","Middleport village                                                                    ",1876,497.14,1082.452,296.408,85.8
"423","Middletown city                                                                       ",24160,6305.76,14447.68,3430.72,87.6
"424","Millbrook village                                                                     ",1339,266.461,776.62,294.58,79.6
"425","Miller Place CDP                                                                      ",9315,2822.445,5849.82,642.735,95.7
"426","Milton CDP                                                                            ",1892,501.38,1277.1,113.52,101.6
"427","Milton CDP                                                                            ",1140,294.12,680.58,165.3,101
"428","Mineola village                                                                       ",18994,3532.884,12308.112,3153.004,90.5
"429","Minetto CDP                                                                           ",1252,388.12,724.908,138.972,91.2
"430","Mineville-Witherbee CDP                                                               ",1740,435,1071.84,233.16,123.5
"431","Minoa village                                                                         ",3745,1097.285,2175.845,471.87,84.9
"432","Mohawk village                                                                        ",2986,674.836,1767.712,540.466,77.6
"433","Monroe village                                                                        ",6672,1848.144,4183.344,640.512,92
"434","Monsey CDP                                                                            ",13986,6895.098,6181.812,909.09,99.7
"435","Montauk CDP                                                                           ",3001,543.181,1962.654,495.165,100.2
"436","Montebello village                                                                    ",2950,769.95,1967.65,212.4,91.5
"437","Montgomery village                                                                    ",2696,789.928,1633.776,272.296,92.2
"438","Monticello village                                                                    ",6597,1695.429,3892.23,1002.744,97.6
"439","Montour Falls village                                                                 ",1845,402.21,939.105,503.685,70.2
"440","Moravia village                                                                       ",1559,425.607,829.388,304.005,76.2
"441","Morrisonville CDP                                                                     ",1742,472.082,1092.234,177.684,88.4
"442","Morrisville village                                                                   ",2732,210.364,2406.892,114.744,129.3
"443","Mount Ivy CDP                                                                         ",6013,1310.834,4245.178,456.988,91.7
"444","Mount Kisco village                                                                   ",9108,1739.628,6229.872,1138.5,86.9
"445","Mount Morris village                                                                  ",3102,732.072,1811.568,555.258,80.2
"446","Mount Sinai CDP                                                                       ",8023,2503.176,4853.915,673.932,94.8
"447","Mount Vernon city                                                                     ",67153,15579.496,41634.86,10005.797,77.7
"448","Munsey Park village                                                                   ",2692,751.068,1607.124,333.808,89
"449","Munsons Corners CDP                                                                   ",2436,550.536,1539.552,345.912,84.9
"450","Muttontown village                                                                    ",3024,798.336,1938.384,290.304,93.3
"451","Myers Corner CDP                                                                      ",5599,1584.517,3661.746,352.737,97.8
"452","Nanuet CDP                                                                            ",14065,3192.755,8889.08,1983.165,84
"453","Napanoch CDP                                                                          ",1068,247.776,645.072,175.152,91.6
"454","Naples village                                                                        ",1237,336.464,696.431,204.105,81.5
"455","Nassau village                                                                        ",1254,327.294,744.876,181.83,91.9
"456","Nesconset CDP                                                                         ",10712,2849.392,7048.496,814.112,92.7
"457","Newark village                                                                        ",9849,2501.646,5702.571,1644.783,82.4
"458","Newark Valley village                                                                 ",1082,310.534,611.33,161.218,91.6
"459","New Berlin village                                                                    ",1220,263.52,639.28,318.42,69.7
"460","Newburgh city                                                                         ",26454,8068.47,15554.952,2830.578,81.4
"461","New Cassel CDP                                                                        ",10257,2718.105,6667.05,871.845,92.5
"462","New City CDP                                                                          ",33673,8485.596,22796.621,2390.783,95.7
"463","Newfane CDP                                                                           ",3001,750.25,1689.563,561.187,84.4
"464","New Hartford village                                                                  ",2111,500.307,1163.161,447.532,74.5
"465","New Hempstead village                                                                 ",4200,1008,2658.6,537.6,85.7
"466","New Hyde Park village                                                                 ",9728,1887.232,5914.624,1916.416,91.1
"467","New Paltz village                                                                     ",5463,508.059,4627.161,327.78,75.8
"468","New Rochelle city                                                                     ",67265,13654.795,41973.36,11636.845,83.9
"469","New Square village                                                                    ",2605,1581.235,924.775,98.99,97.9
"470","New Windsor CDP                                                                       ",8898,2188.908,5392.188,1316.904,89.3
"471","New York city                                                                         ",7322564,1684189.72,4679118.396,951933.32,84.5
"472","New York Mills village                                                                ",3534,614.916,1993.176,925.908,74.4
"473","Niagara Falls city                                                                    ",61840,14779.76,35248.8,11873.28,82.1
"474","Niskayuna CDP                                                                         ",4942,1195.964,2881.186,864.85,87.3
"475","Nissequogue village                                                                   ",1620,343.44,1137.24,137.7,104.5
"476","Niverville CDP                                                                        ",1809,515.565,1105.299,188.136,95.8
"477","Norfolk CDP                                                                           ",1412,369.944,855.672,186.384,88.1
"478","North Amityville CDP                                                                  ",13849,3836.173,8503.286,1523.39,78.4
"479","North Babylon CDP                                                                     ",18081,3941.658,12078.108,2079.315,93.2
"480","North Ballston Spa CDP                                                                ",1362,351.396,863.508,145.734,103.2
"481","North Bay Shore CDP                                                                   ",12799,3468.529,8600.928,742.342,98.2
"482","North Bellmore CDP                                                                    ",19707,4453.782,12671.601,2581.617,93
"483","North Bellport CDP                                                                    ",8182,3109.16,4631.012,441.828,90
"484","North Boston CDP                                                                      ",2581,611.697,1695.717,271.005,96.1
"485","North Collins village                                                                 ",1335,395.16,784.98,154.86,81.1
"486","Northeast Ithaca CDP                                                                  ",2533,671.245,1610.988,250.767,93.2
"487","North Great River CDP                                                                 ",3964,1062.352,2659.844,245.768,95.9
"488","North Hills village                                                                   ",3453,521.403,2316.963,614.634,93
"489","North Lindenhurst CDP                                                                 ",10563,2450.616,7056.084,1045.737,95.2
"490","North Massapequa CDP                                                                  ",19365,4066.65,12761.535,2536.815,93.4
"491","North Merrick CDP                                                                     ",12113,2785.99,7667.529,1659.481,90.9
"492","North New Hyde Park CDP                                                               ",14359,2713.851,8601.041,3029.749,88.9
"493","North Patchogue CDP                                                                   ",7374,1902.492,4778.352,685.782,95.1
"494","Northport village                                                                     ",7572,1627.98,5073.24,870.78,91.2
"495","North Sea CDP                                                                         ",2530,493.35,1555.95,483.23,91.4
"496","North Syracuse village                                                                ",7363,1664.038,4616.601,1082.361,91.3
"497","North Tarrytown village                                                               ",8152,1777.136,5364.016,1019,93.2
"498","North Tonawanda city                                                                  ",34989,8712.261,21203.334,5073.405,88.2
"499","North Valley Stream CDP                                                               ",14574,3206.28,8904.714,2463.006,88.3
"500","Northville village                                                                    ",1180,304.44,678.5,198.24,83.3
"501","North Wantagh CDP                                                                     ",12276,2614.788,7881.192,1780.02,92
"502","Northwest Harbor CDP                                                                  ",2167,530.915,1363.043,273.042,98.8
"503","Northwest Ithaca CDP                                                                  ",1144,156.728,604.032,383.24,72.3
"504","Norwich city                                                                          ",7613,1918.476,4149.085,1545.439,73.7
"505","Norwood village                                                                       ",1841,530.208,1064.098,244.853,88.2
"506","Noyack CDP                                                                            ",2059,362.384,1169.512,527.104,88.1
"507","Nunda village                                                                         ",1347,381.201,759.708,206.091,81.9
"508","Nyack village                                                                         ",6558,1259.136,4406.976,891.888,82.8
"509","Oakdale CDP                                                                           ",7875,1756.125,5410.125,708.75,92.5
"510","Oakfield village                                                                      ",1818,514.494,1054.44,247.248,84.8
"511","Oceanside CDP                                                                         ",32423,7165.483,21074.95,4182.567,91.6
"512","Ogdensburg city                                                                       ",13521,3150.393,8396.541,1974.066,117.5
"513","Olcott CDP                                                                            ",1432,359.432,866.36,207.64,105.2
"514","Old Bethpage CDP                                                                      ",5610,1200.54,3736.26,673.2,98.2
"515","Old Brookville village                                                                ",1823,379.184,1172.189,271.627,95.9
"516","Old Westbury village                                                                  ",3897,752.121,2778.561,366.318,84.4
"517","Olean city                                                                            ",16946,4456.798,9506.706,2982.496,79.6
"518","Oneida city                                                                           ",10850,2788.45,6303.85,1757.7,81.2
"519","Oneonta city                                                                          ",13954,1758.204,10437.592,1758.204,72.6
"520","Orangeburg CDP                                                                        ",3583,616.276,2271.622,695.102,79.6
"521","Orange Lake CDP                                                                       ",5196,1252.236,3299.46,639.108,90
"522","Orchard Park village                                                                  ",3280,649.44,1945.04,685.52,86
"523","Oriskany village                                                                      ",1450,368.3,812,269.7,72.8
"524","Ossining village                                                                      ",22582,4290.58,15671.908,2619.512,113.7
"525","Oswego city                                                                           ",19195,4318.875,11632.17,3224.76,84.6
"526","Otego village                                                                         ",1068,287.292,618.372,163.404,81.2
"527","Otisville village                                                                     ",1078,351.428,604.758,121.814,88.8
"528","Owego village                                                                         ",4442,1163.804,2589.686,684.068,83.4
"529","Oxford village                                                                        ",1738,493.592,971.542,272.866,88.2
"530","Oyster Bay CDP                                                                        ",6687,1263.843,4433.481,989.676,92.2
"531","Oyster Bay Cove village                                                               ",2109,567.321,1349.76,194.028,89
"532","Painted Post village                                                                  ",1950,442.65,1076.4,430.95,76.5
"533","Palmyra village                                                                       ",3566,923.594,2075.412,570.56,85.5
"534","Patchogue village                                                                     ",11060,2377.9,7144.76,1537.34,93.8
"535","Pawling village                                                                       ",1974,442.176,1117.284,414.54,78.8
"536","Peach Lake CDP                                                                        ",1499,380.746,897.901,220.353,90
"537","Pearl River CDP                                                                       ",15314,3261.882,10015.356,2021.448,90.9
"538","Peconic CDP                                                                           ",1100,258.5,638,203.5,89.6
"539","Peekskill city                                                                        ",19536,4493.28,12503.04,2539.68,87
"540","Pelham village                                                                        ",6413,1417.273,4117.146,878.581,85.7
"541","Pelham Manor village                                                                  ",5443,1219.232,3461.748,762.02,92.5
"542","Penn Yan village                                                                      ",5248,1264.768,2938.88,1044.352,79.8
"543","Perry village                                                                         ",4219,1168.663,2404.83,649.726,84.2
"544","Peru CDP                                                                              ",1565,430.375,940.565,194.06,91.9
"545","Phelps village                                                                        ",1978,520.214,1155.152,302.634,87.9
"546","Philadelphia village                                                                  ",1478,533.558,823.246,122.674,88.2
"547","Philmont village                                                                      ",1623,433.341,895.896,293.763,78.5
"548","Phoenix village                                                                       ",2435,672.06,1443.955,318.985,84.5
"549","Piermont village                                                                      ",2163,374.199,1553.034,235.767,103.5
"550","Pine Bush CDP                                                                         ",1445,375.7,867,202.3,84.3
"551","Pine Plains CDP                                                                       ",1312,335.872,771.456,203.36,87.7
"552","Pine Valley village                                                                   ",1486,254.106,1157.594,74.3,178.1
"553","Pittsford village                                                                     ",1488,306.528,938.928,242.544,90.5
"554","Plainedge CDP                                                                         ",8739,1852.668,5645.394,1232.199,93.3
"555","Plainview CDP                                                                         ",26207,6001.403,16746.273,3459.324,92.4
"556","Plandome village                                                                      ",1347,375.813,831.099,140.088,95.8
"557","Plattsburgh city                                                                      ",21255,3889.665,14580.93,2784.405,80.2
"558","Plattsburgh AFB CDP                                                                   ",5483,1886.152,3585.882,5.483,152.5
"559","Plattsburgh West CDP                                                                  ",1274,372.008,837.018,64.974,102.2
"560","Pleasant Valley CDP                                                                   ",1688,388.24,1114.08,185.68,94.9
"561","Pleasantville village                                                                 ",6592,1476.608,4278.208,837.184,87.1
"562","Poestenkill CDP                                                                       ",1000,232,644,124,100.5
"563","Pomona village                                                                        ",2611,723.247,1765.036,122.717,96.5
"564","Port Byron village                                                                    ",1359,392.751,800.451,164.439,89
"565","Port Chester village                                                                  ",24728,4945.6,16048.472,3733.928,92.7
"566","Port Dickinson village                                                                ",1785,403.41,1038.87,342.72,77.5
"567","Port Ewen CDP                                                                         ",3444,836.892,2190.384,416.724,95.1
"568","Port Henry village                                                                    ",1263,295.542,707.28,261.441,81.3
"569","Port Jefferson village                                                                ",7455,1602.825,4823.385,1028.79,90
"570","Port Jefferson Station CDP                                                            ",7232,1641.664,4758.656,831.68,91.9
"571","Port Jervis city                                                                      ",9060,2455.26,5191.38,1413.36,85.3
"572","Portville village                                                                     ",1040,307.84,578.24,153.92,83
"573","Port Washington CDP                                                                   ",15387,3369.753,9816.906,2200.341,89.1
"574","Port Washington North village                                                         ",2736,538.992,1906.992,290.016,94.6
"575","Potsdam village                                                                       ",10251,1107.108,8272.557,871.335,116.5
"576","Poughkeepsie city                                                                     ",28844,6720.652,17537.152,4557.352,85.1
"577","Pulaski village                                                                       ",2525,664.075,1424.1,436.825,78.4
"578","Putnam Lake CDP                                                                       ",3459,1016.946,2085.777,356.277,97.3
"579","Randolph village                                                                      ",1298,337.48,690.536,269.984,86.8
"580","Ransomville CDP                                                                       ",1542,419.424,874.314,248.262,96.8
"581","Rapids CDP                                                                            ",1152,302.976,744.192,104.832,95.6
"582","Ravena village                                                                        ",3547,890.297,2142.388,514.315,86.6
"583","Red Hook village                                                                      ",1794,416.208,1069.224,308.568,83.5
"584","Red Oaks Mill CDP                                                                     ",4906,1280.466,3223.242,407.198,100.1
"585","Remsenburg-Speonk CDP                                                                 ",1851,399.816,1169.832,281.352,96
"586","Rensselaer city                                                                       ",8255,1956.435,5002.53,1296.035,82.6
"587","Rhinebeck village                                                                     ",2725,509.575,1523.275,692.15,78.2
"588","Richfield Springs village                                                             ",1565,452.285,829.45,281.7,81.1
"589","Ridge CDP                                                                             ",11734,2734.022,5256.832,3743.146,75.9
"590","Ripley CDP                                                                            ",1189,370.968,652.761,165.271,90.7
"591","Riverhead CDP                                                                         ",8814,2044.848,4944.654,1824.498,78.7
"592","Riverside CDP                                                                         ",1300,200.2,578.5,521.3,68.5
"593","Rochester city                                                                        ",231636,60225.36,143382.684,28027.956,84.7
"594","Rockville Centre village                                                              ",24727,5786.118,14613.657,4327.225,81.7
"595","Rocky Point CDP                                                                       ",8596,2346.708,5183.388,1074.5,90
"596","Roessleville CDP                                                                      ",10753,1989.305,6537.824,2215.118,85.4
"597","Rome city                                                                             ",44350,10865.75,27408.3,6075.95,108.6
"598","Ronkonkoma CDP                                                                        ",20391,5444.397,13560.015,1386.588,94.2
"599","Roosevelt CDP                                                                         ",15030,4313.61,9709.38,1007.01,83.2
"600","Rosendale Village CDP                                                                 ",1284,314.58,823.044,146.376,96.6
"601","Roslyn village                                                                        ",1965,322.26,1342.095,300.645,89.1
"602","Roslyn Estates village                                                                ",1184,264.032,757.76,162.208,85.5
"603","Roslyn Harbor village                                                                 ",1114,235.054,708.504,171.556,97.1
"604","Roslyn Heights CDP                                                                    ",6405,1409.1,3759.735,1236.165,86.4
"605","Rotterdam CDP                                                                         ",21228,4394.196,12821.712,4012.092,86.9
"606","Rouses Point village                                                                  ",2377,603.758,1414.315,358.927,91.3
"607","Russell Gardens village                                                               ",1027,212.589,622.362,192.049,83.7
"608","Rye city                                                                              ",14936,3480.088,9320.064,2120.912,86.1
"609","Rye Brook village                                                                     ",7765,1677.24,4868.655,1219.105,83.9
"610","Sackets Harbor village                                                                ",1313,325.624,842.946,144.43,98.2
"611","Sag Harbor village                                                                    ",2134,352.11,1276.132,505.758,85.1
"612","St. Bonaventure CDP                                                                   ",2397,107.865,2066.214,222.921,89
"613","St. James CDP                                                                         ",12703,2820.066,7659.909,2223.025,81.2
"614","St. Johnsville village                                                                ",1825,441.65,919.8,465.375,80.2
"615","Salamanca city                                                                        ",6566,1687.462,3630.998,1247.54,83.1
"616","Salisbury CDP                                                                         ",12226,2750.85,7702.38,1772.77,90.3
"617","Sand Ridge CDP                                                                        ",1312,389.664,838.368,82.656,95.3
"618","Sands Point village                                                                   ",2477,490.446,1647.205,339.349,92.5
"619","Saranac Lake village                                                                  ",5377,1252.841,3242.331,876.451,85.1
"620","Saratoga Springs city                                                                 ",25001,5100.204,16450.658,3450.138,87.6
"621","Saugerties village                                                                    ",3915,873.045,2364.66,677.295,82
"622","Saugerties South CDP                                                                  ",2346,600.576,1485.018,258.06,88
"623","Sayville CDP                                                                          ",16550,4104.4,10641.65,1803.95,91.5
"624","Scarsdale village                                                                     ",16987,4807.321,10209.187,1970.492,88.8
"625","Schenectady city                                                                      ",65566,14490.086,39864.128,11211.786,84.8
"626","Schoharie village                                                                     ",1045,233.035,590.425,221.54,83.3
"627","Schuylerville village                                                                 ",1364,361.46,777.48,223.696,88
"628","Scotchtown CDP                                                                        ",8765,2664.56,5548.245,560.96,94.9
"629","Scotia village                                                                        ",7359,1854.468,4319.733,1177.44,80.5
"630","Scottsville village                                                                   ",1912,497.12,1200.736,214.144,86.2
"631","Sea Cliff village                                                                     ",5054,965.314,3305.316,783.37,93.2
"632","Seaford CDP                                                                           ",15597,3524.922,10184.841,1887.237,93.9
"633","Searingtown CDP                                                                       ",5020,1234.92,3117.42,667.66,92.9
"634","Selden CDP                                                                            ",20608,5667.2,13395.2,1545.6,92.3
"635","Seneca Falls village                                                                  ",7370,1864.61,4267.23,1230.79,83.8
"636","Setauket-East Setauket CDP                                                            ",13634,3503.938,9093.878,1036.184,95.2
"637","Shelter Island CDP                                                                    ",1193,232.635,688.361,272.004,90.9
"638","Shelter Island Heights CDP                                                            ",1042,140.67,531.42,369.91,87.3
"639","Sherburne village                                                                     ",1531,365.909,865.015,300.076,76.2
"640","Sherrill city                                                                         ",2864,747.504,1612.432,504.064,84.3
"641","Shinnecock Hills CDP                                                                  ",2847,387.192,1967.277,495.378,95.2
"642","Shirley CDP                                                                           ",22936,7729.432,13692.792,1513.776,95.4
"643","Shortsville village                                                                   ",1485,396.495,893.97,194.535,93.8
"644","Sidney village                                                                        ",4720,1274.4,2577.12,868.48,82.1
"645","Silver Creek village                                                                  ",2927,772.728,1656.682,497.59,80.7
"646","Skaneateles village                                                                   ",2724,629.244,1563.576,531.18,81
"647","Sloan village                                                                         ",3830,662.59,2267.36,900.05,85.2
"648","Sloatsburg village                                                                    ",3035,758.75,1978.82,294.395,96.3
"649","Smithtown CDP                                                                         ",25638,5691.636,17228.736,2717.628,92.2
"650","Sodus village                                                                         ",1904,571.2,1073.856,258.944,82.7
"651","Sodus Point village                                                                   ",1190,301.07,736.61,152.32,94.5
"652","Solvay village                                                                        ",6717,1356.834,3949.596,1410.57,80.7
"653","Sound Beach CDP                                                                       ",9102,2557.662,5716.056,828.282,92.7
"654","Southampton village                                                                   ",3980,696.5,2352.18,931.32,83.2
"655","Southampton CDP                                                                       ",1302,256.494,828.072,217.434,99.4
"656","South Corning village                                                                 ",1025,229.6,612.95,182.45,87.1
"657","South Fallsburg CDP                                                                   ",2115,607.005,1258.425,249.57,104.3
"658","South Farmingdale CDP                                                                 ",15377,3152.285,10256.459,1952.879,96.4
"659","South Floral Park village                                                             ",1478,357.676,972.524,147.8,98.8
"660","South Glens Falls village                                                             ",3506,792.356,2065.034,648.61,83.8
"661","South Hempstead CDP                                                                   ",3014,717.332,1835.526,461.142,91.9
"662","South Hill CDP                                                                        ",5423,336.226,4902.392,184.382,79
"663","South Huntington CDP                                                                  ",9624,1924.8,6284.472,1414.728,89.8
"664","South Lockport CDP                                                                    ",7112,1941.576,4437.888,732.536,86.2
"665","South Nyack village                                                                   ",3352,620.12,2369.864,362.016,85.4
"666","Southold CDP                                                                          ",5192,877.448,2777.72,1536.832,87.9
"667","Southport CDP                                                                         ",7753,1806.449,4519.999,1426.552,83.1
"668","South Valley Stream CDP                                                               ",5328,1108.224,3138.192,1081.584,88.1
"669","Spackenkill CDP                                                                       ",4660,1169.66,3024.34,466,97.4
"670","Spencerport village                                                                   ",3606,919.53,2264.568,421.902,87.4
"671","Springs CDP                                                                           ",4355,931.97,2769.78,648.895,95.3
"672","Spring Valley village                                                                 ",21802,6344.382,13517.24,1940.378,86.9
"673","Springville village                                                                   ",4310,1099.05,2409.29,801.66,82.3
"674","Stamford village                                                                      ",1211,329.392,653.94,227.668,83.8
"675","Stannards CDP                                                                         ",1028,298.12,602.408,128.5,92.1
"676","Star Lake CDP                                                                         ",1092,324.324,638.82,128.856,96.4
"677","Stewart Manor village                                                                 ",2002,472.472,1241.24,288.288,84.7
"678","Stillwater village                                                                    ",1531,413.37,910.945,206.685,86.6
"679","Stony Brook CDP                                                                       ",13726,3376.596,8853.27,1496.134,92.6
"680","Stony Point CDP                                                                       ",10587,2466.771,6966.246,1143.396,92.1
"681","Stottville CDP                                                                        ",1369,328.56,799.496,240.944,87.1
"682","Suffern village                                                                       ",11055,2188.89,7451.07,1415.04,86.6
"683","Sylvan Beach village                                                                  ",1119,317.796,663.567,136.518,99.3
"684","Syosset CDP                                                                           ",18967,4381.377,12214.748,2370.875,90.8
"685","Syracuse city                                                                         ",163860,37032.36,102412.5,24415.14,83.3
"686","Tappan CDP                                                                            ",6867,1517.607,4703.895,645.498,95.6
"687","Tarrytown village                                                                     ",10739,1814.891,7323.998,1600.111,76.8
"688","Terryville CDP                                                                        ",10275,2846.175,6884.25,544.575,98
"689","Thiells CDP                                                                           ",5204,1405.08,3523.108,275.812,97.6
"690","Thomaston village                                                                     ",2612,509.34,1637.724,464.936,86.8
"691","Thornwood CDP                                                                         ",7025,1826.5,4355.5,843,90.3
"692","Ticonderoga village                                                                   ",2770,747.9,1592.75,429.35,89.9
"693","Tillson CDP                                                                           ",1688,467.576,1027.992,192.432,94.4
"694","Tivoli village                                                                        ",1035,251.505,665.505,116.955,98.7
"695","Tonawanda city                                                                        ",17284,4130.876,10646.944,2506.18,89.5
"696","Tonawanda CDP                                                                         ",65284,13122.084,39105.116,13056.8,85.1
"697","Town Line CDP                                                                         ",2721,729.228,1741.44,250.332,97.9
"698","Tribes Hill CDP                                                                       ",1060,250.16,643.42,167.48,90.1
"699","Troy city                                                                             ",54269,11559.297,35112.043,7597.66,95.6
"700","Trumansburg village                                                                   ",1611,468.801,927.936,214.263,81.6
"701","Tuckahoe village                                                                      ",6302,1336.024,4083.696,882.28,84.6
"702","Tupper Lake village                                                                   ",4087,1058.533,2345.938,682.529,82.9
"703","Unadilla village                                                                      ",1265,335.225,685.63,244.145,82.4
"704","Uniondale CDP                                                                         ",20328,4716.096,12461.064,3130.512,80.7
"705","Union Springs village                                                                 ",1142,300.346,669.212,172.442,88.4
"706","University Gardens CDP                                                                ",4419,905.895,2898.864,618.66,88.5
"707","Upper Brookville village                                                              ",1453,342.908,942.997,167.095,91.4
"708","Upper Nyack village                                                                   ",2084,529.336,1277.492,275.088,89.3
"709","Utica city                                                                            ",68637,15306.051,40015.371,13315.578,83.4
"710","Vails Gate CDP                                                                        ",3014,602.8,1931.974,479.226,84.3
"711","Valatie village                                                                       ",1487,328.627,798.519,361.341,79.1
"712","Valley Cottage CDP                                                                    ",9007,2053.596,5800.508,1152.896,85.9
"713","Valley Stream village                                                                 ",33946,7162.606,20978.628,5804.766,87.2
"714","Vernon village                                                                        ",1274,323.596,796.25,155.428,87.6
"715","Victor village                                                                        ",2308,627.776,1490.968,189.256,92.9
"716","Village Green CDP                                                                     ",4198,860.59,2997.372,340.038,91.8
"717","Village of the Branch village                                                         ",1669,435.609,1048.132,185.259,93.4
"718","Viola CDP                                                                             ",4504,1508.84,2504.224,495.44,89.7
"719","Voorheesville village                                                                 ",3225,877.2,2038.2,309.6,91.4
"720","Wading River CDP                                                                      ",5317,1467.492,3222.102,627.406,97
"721","Walden village                                                                        ",5836,1669.096,3460.748,700.32,86.9
"722","Wallkill CDP                                                                          ",2125,588.625,1302.625,233.75,91.5
"723","Walton village                                                                        ",3326,891.368,1845.93,588.702,81
"724","Wantagh CDP                                                                           ",18567,4233.276,12142.818,2190.906,94
"725","Wappingers Falls village                                                              ",4605,1040.73,2864.31,704.565,90
"726","Warrensburg CDP                                                                       ",3204,801,1896.768,506.232,85.8
"727","Warsaw village                                                                        ",3830,965.16,2045.22,819.62,75.7
"728","Warwick village                                                                       ",5984,1597.728,3548.512,837.76,81.6
"729","Washington Heights CDP                                                                ",1159,259.616,717.421,181.963,87.3
"730","Washingtonville village                                                               ",4906,1545.39,3002.472,358.138,93.2
"731","Waterford village                                                                     ",2370,575.91,1384.08,410.01,86
"732","Waterloo village                                                                      ",5116,1294.348,2946.816,874.836,86.5
"733","Watermill CDP                                                                         ",1893,412.674,1192.59,287.736,95
"734","Watertown city                                                                        ",29429,7886.972,17157.107,4384.921,82
"735","Waterville village                                                                    ",1664,457.6,893.568,312.832,69.9
"736","Watervliet city                                                                       ",11061,2510.847,6658.722,1891.431,77.5
"737","Watkins Glen village                                                                  ",2207,489.954,1271.232,445.814,81.7
"738","Waverly village                                                                       ",4787,1172.815,2666.359,947.826,78.9
"739","Wayland village                                                                       ",1976,561.184,1126.32,288.496,90.7
"740","Webster village                                                                       ",5464,1398.784,3404.072,661.144,80.8
"741","Weedsport village                                                                     ",1996,520.956,1175.644,301.396,89.5
"742","Wellsville village                                                                    ",5241,1263.081,2950.683,1027.236,85.6
"743","Wesley Hills village                                                                  ",4305,1149.435,2875.74,279.825,93.3
"744","West Babylon CDP                                                                      ",42410,9923.94,27820.96,4665.1,89.8
"745","West Bay Shore CDP                                                                    ",4907,1045.191,3272.969,593.747,93.4
